,Wlth,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20
0,13893.158801230815,0.6730650264571265,1.048759163639903,1.1359271026527313,1.3656720715008457,1.205215798408425,0.7774796605622112,0.77743600734607,0.7234538816634263,1.0392793519282029,0.9562069790413614,0.8518458944408291,0.8280667108953236,0.9647385669638268,0.8941887493940516,0.7345125344011887,0.8883235840830728,0.7647809930337925,1.2135731999108736,0.9522855020506982,0.7145814249678221
1,13894.381790561909,1.2184377769893167,1.3847743186881654,0.6477630136075339,1.2866998040474624,1.2237756374151116,1.2955400238691466,1.2894024533516997,0.9790566692737135,0.6279319831711612,0.6384351922395741,0.7928738708972696,0.7929448836522551,1.115173970981757,1.2287992294435979,0.755612637582615,0.9338192332508326,1.0202342788271517,1.1211437140447047,1.3947898452540033,0.7953258325061978
2,13895.604779893003,1.2444955687375399,0.7758927339634228,1.2130045403929133,0.898530849658868,1.2031758490255435,1.1306153822982066,1.1334666625762602,0.6450164238853564,0.7871186184508039,1.0045250667321715,1.2218047103664107,1.0818239174656912,0.8713996412985938,1.2299384178835515,0.928502065354688,0.9495887436012493,1.2761519206664673,0.616310812131504,1.130431212975252,1.0044807225596442
3,13896.827769224097,1.395413652327343,0.8530157052025993,0.92992685672043,0.6171338510639423,1.101128574936003,1.3636421943651993,0.8107994603456069,0.9017577890884839,1.3574345981303793,1.3088772608595016,0.8477013481689843,1.2000201041912835,1.1967509590749326,1.0474281577851838,0.729014209488309,1.230124728302385,1.3687560063729454,0.7771792851513394,0.810548662874112,0.7161212889559947
4,13898.050758555191,1.0135314438903065,0.8914676020846536,1.1256264310631503,1.354080374629601,0.681702958539204,0.9683637541665099,0.6303613431407005,1.299734734732238,0.933426931855238,1.322318751724674,0.6120652744549475,0.7066176898359688,0.696332687004424,1.0216939057409478,1.1609513352432859,1.0813037941585542,1.3878394356763881,0.7914478518918758,0.8760794981305,0.7049093622868268
5,13899.273747886285,0.9191508000767259,1.3583998234941776,1.3471215839397854,1.2965731632295194,1.289027545235962,0.6102266457901195,0.6781707820188586,1.0259917332014448,0.813629199307539,0.787237886728805,0.6382328415806663,0.8891491043387784,0.6884457916556757,1.159875767407696,1.3245553931905882,1.3940104798943442,0.9764343679659983,0.9967792314849582,0.9025219126199301,0.8125510069260949
6,13900.49673721738,1.146591828271997,0.6491253654205744,0.6065517724773715,0.7643809097880221,0.9860421453130469,1.1695049509498596,1.3470681516218963,1.3271836627148101,0.7626655687437353,0.7972098167637991,1.0029568327584732,0.9260861081809578,1.3513653592129706,1.1527616895833703,1.0212840410036435,1.1878158125618339,0.6599580097722328,1.2614687059100695,1.0532604620572399,1.388192538869235
7,13901.719726548474,1.129581276958103,0.9718644981166302,1.0310866824335359,0.8368578378269966,0.783987661541149,0.657928763039032,1.257945006385746,1.2408434783872155,1.3063218863338233,1.3903323379230863,0.7302490102424324,0.623040540688683,1.1729502139865393,0.8047246100323923,1.3096631483539873,0.6468534646377211,1.2542527559041001,0.9706111748038199,0.6643104345190769,1.3962506646465442
8,13902.94271587957,1.0616799232189875,0.7377608727538403,0.8681057793468938,1.2980747058746673,0.9884040359251034,1.3436630341148976,0.6140230081942292,0.8491396025902245,1.232243914344246,0.6201078458894669,0.6222396430485726,1.207229003110776,1.0612435797059452,0.6893494885337812,1.0145466726555872,1.0792592171143038,1.3511306445254354,0.6054137311916057,1.2156698797698227,1.0356370405230366
9,13904.165705210664,1.023623982937877,1.2253672570083243,1.3367036787978146,1.0882258933778335,0.9184558190511197,1.0589432138749013,1.108685707418943,1.2302313476436635,1.0698374612217902,0.953523626915634,0.7683207151049946,0.7185089166873502,1.306463253863427,0.6651827894349855,1.0009248482080235,1.189597956112089,1.0306689973208327,0.9288129349644823,1.351778389250303,0.783565547199986
10,13905.388694541758,0.8792394695627805,0.8900041211579623,0.7609650345460107,1.0177100900122433,0.9142637621193637,0.975572388003265,0.8437478236884028,0.780751785813013,1.0101946663580483,1.1191607675295396,0.6562968499349151,1.1993863567569867,1.2458474814526896,1.0851737539220534,0.8792842632136344,0.7388968988566054,0.9045378461438842,0.8194008463535403,0.8836169713301597,0.9378029738666356
11,13906.611683872852,0.6729391899140309,1.1155110942751085,1.082468548522856,0.9765884721663458,1.2594950532940605,1.3188940862430711,1.3159792568802096,1.2701371156204173,0.692409033580679,0.8998737997677456,1.0439852671178596,1.0153633280031733,0.8345691606427506,1.3575347435957463,1.3380297213476073,0.7649358055564489,1.0290465379746634,0.8006072376689745,0.8813026569850877,1.3264843380193798
12,13907.834673203946,1.3594475844064597,1.297779252420879,0.8151901061736258,0.6484961487557257,0.8721500209787552,0.7660673560326465,0.8408431970046859,0.6751569022576247,1.0916233435823306,0.7761094239019225,1.0276847211161453,0.8325721664989668,0.6924521045418834,1.1563034278601834,0.6977819031354974,0.8798824517303256,0.7165937309622089,1.032835215312147,0.6767194756616592,1.1215898954332912
13,13909.05766253504,0.8418793365463024,1.3450575705534868,0.6895853247870906,1.1199303615674463,0.7767058506283437,0.6252275856373544,1.3083126425022904,1.3227230258659266,0.9800386801795244,0.9676871047781924,1.0067228606863414,0.9350793024767566,1.1500705808320442,0.6910509605841328,1.1392288332625262,0.9168913510249623,1.1637605195102383,0.6825245889889076,1.188741608253173,0.8926870523794473
14,13910.280651866135,0.6364530095832217,0.7872922625274987,1.2464040743023894,0.7026978818825125,1.1031841447854724,0.9941272185097898,0.7610837932056952,1.3554060198175208,1.336813804337663,1.2016312641438198,1.332523884319063,0.6113824991220609,0.7973652439523471,0.6577904657277307,1.1346613815831375,1.1032775098949843,0.8537535592412476,1.3104651235415028,1.110352322959327,0.7714469559541945
15,13911.503641197229,1.063122881881903,1.2836735865077444,0.8142438474329821,1.15542529782642,1.069472547656336,1.233017206425358,0.8257559149641103,1.1792500625479947,1.1579303055450856,0.7822358898361559,0.6401530570031122,0.608458172513689,1.0747340643393337,1.2699993028954017,0.8177634553217634,1.3541490897883661,0.8948560115210469,0.7323555334786582,0.6898187277359746,1.342930139378486
16,13912.726630528323,1.125815498698297,0.6163016746768321,1.2321947453901494,1.063615368659523,1.3570616310612322,0.9425379787064811,1.05204804505454,0.9392716469079287,0.7304405646825146,0.8536789179105662,0.9191189954592155,1.3452220615440553,0.8597266530592458,1.1726736521171168,0.990519143597024,0.9388708088348849,0.7325046121898343,1.2702673995660336,1.1561663011188479,0.7787965440747422
17,13913.949619859417,1.3211728711901327,1.2052152926410842,0.977196144568601,1.3703917109471142,1.1038443256825663,1.0736854081758536,1.1551415031154177,0.9233961972757776,1.3339410049026346,1.0411071997007164,1.3865664658523265,0.8232216104702681,1.2076168359301627,1.04455652776016,0.9986130898829149,0.6911001564461612,1.3144992395876518,0.8438210955775258,0.6898722573424385,1.1446233064442457
18,13915.172609190511,1.298309985162492,1.3579501615363208,1.104089277444495,0.8264565238525866,1.0687589659814718,0.680097114145803,0.798887795345878,1.0730898216272489,1.2435485878938506,0.7132923720090867,1.0596063256217088,0.6178218188841043,1.1357710618347652,0.6335461881418665,0.921523822876163,1.1690182139463823,0.875547515736329,0.8922161120099947,1.373163301377407,1.2432384649611326
19,13916.395598521605,1.2404572326926244,1.0496095068995484,1.143803141363376,0.9536412665795095,0.9300917990005978,1.306270293880213,1.3841062225909155,1.0890100164691445,0.8803976065427317,0.7857237269108152,1.3662981846357285,0.6787652191820972,0.697607448089092,0.6774956965793958,1.1265631269244676,1.3828950011030483,0.6859153275963179,1.116300129623168,0.8170353342364598,0.6733058278191975
20,13917.6185878527,1.0490142850931579,0.9720157071667515,1.1671160600831396,1.0017834091861961,1.2823784033006966,1.0910201106481472,0.7689124784787834,1.0543324387762305,1.141900747321285,0.7133681283476034,0.7769051227403945,1.1486877625849203,0.8081163264394937,1.3323075100847859,1.1715962028706601,1.3237226244784515,0.7565189423387936,0.8610441339305472,1.1219768936749324,0.8027679738743185
